pincombination,date,Split,Frequency,Zreal,Zimag,Zmod,Zphase,rh,Replicate,run,Path,TCN
5-55,02212019,G,5.008013,175959000,-15306930000,15307940000,-89.34139,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,3.158693,433533800,-24425070000,24428920000,-88.98313,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,2.504006,432584700,-30578110000,30581170000,-89.1895,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,1.998082,761200400,-37688650000,37696340000,-88.84295,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,1.584686,988443200,-47121520000,47131890000,-88.79831,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,1.266892,2726018000,-60460230000,60521650000,-87.41841,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
5-55,02212019,G,0.999041,3155459000,-74797960000,74864480000,-87.58433,0,G4,5,bg_no_rh/02212019_G4_5_55_#5.txt,0
9-12,02212019,G,100078.1,1734.454,-1594294,1594295,-89.93767,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,79453.13,11706.73,-1997957,1997992,-89.66429,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,63140.62,9140.909,-2519471,2519488,-89.79213,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,50203.12,26129.73,-3173197,3173304,-89.52821,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,39890.62,40503.13,-3971060,3971267,-89.41563,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,25171.88,50606.77,-6313822,6314025,-89.54077,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,20015.62,1537.745,-7958949,7958949,-89.98893,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,12609.37,159335.5,-12576450,12577460,-89.27414,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,10078.13,189906.1,-15731980,15733130,-89.3084,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,8015.625,132925.2,-19783820,19784260,-89.61504,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,6328.125,148562.8,-24877850,24878290,-89.65785,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,3984.375,96962.9,-39288310,39288430,-89.8586,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,3170.956,864914.8,-49270720,49278320,-88.99432,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,2527.573,430589.2,-63129370,63130840,-89.60921,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,1577.524,2681061,-105736600,105770600,-88.54752,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,1265.625,2422060,-124215300,124238900,-88.88293,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,998.264,4214648,-158109000,158165100,-88.47305,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,796.875,1118437,-197181000,197184100,-89.67501,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,627.7902,2627246,-247650900,247664900,-89.39219,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,505.5147,3081246,-308046000,308061500,-89.42692,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,315.5048,15109920,-496789600,497019300,-88.25788,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,252.4038,4966238,-615424100,615444100,-89.53766,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,125.558,25995330,-1255811000,1256081000,-88.81415,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,100.4464,277425300,-1582095000,1606235000,-80.05412,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,49.86702,272451700,-2979444000,2991876000,-84.77518,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,39.72458,631431900,-4679543000,4721952000,-82.31524,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,19.86229,157698200,-7816455000,7818046000,-88.84421,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,15.83615,3475750000,-7026734000,7839377000,-63.68085,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,12.40079,52382600000,-87979380000,102392900000,-59.23059,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,9.93114,1057906000,-17220620000,17253090000,-86.4846,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,3.945707,6282517000,-52101400000,52478810000,-83.12433,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,3.158693,2979864000,-42676970000,42780880000,-86.00588,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,1.998082,1632018000,-77481390000,77498570000,-88.79333,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,1.584686,9260901000,-94861800000,95312770000,-84.42416,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,1.266892,10809360000,-104657200000,105213900000,-84.1032,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,0.999041,52667400000,-131313300000,141481500000,-68.14516,0,G4,1,bg_no_rh/02212019_G4_9_12_#1.txt,0
9-12,02212019,G,100078.1,4518.625,-1597737,1597744,-89.83796,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,63140.62,10253.37,-2526313,2526334,-89.76746,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,50203.12,27040.66,-3171701,3171816,-89.51153,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,31640.63,63800.46,-5008782,5009189,-89.27023,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,20015.62,72851.48,-7957932,7958266,-89.47549,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,15890.62,119786.5,-9891765,9892490,-89.3062,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,12609.37,149799.1,-12582740,12583630,-89.31792,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,10078.13,190127.4,-15707920,15709070,-89.30653,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,8015.625,125546.6,-19757610,19758010,-89.63593,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,6328.125,436962.6,-24944520,24948350,-88.99643,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,3984.375,981913,-39963440,39975500,-88.59251,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,1976.103,2334531,-78660930,78695560,-88.30005,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,1265.625,2802002,-123508100,123539900,-88.70036,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,998.264,3131108,-156230400,156261800,-88.85185,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,796.875,1757038,-196717700,196725500,-89.48826,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,627.7902,5735608,-247110600,247177100,-88.67036,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,505.5147,5804666,-310807300,310861500,-88.93006,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,397.9953,2082984,-390472800,390478300,-89.69436,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,315.5048,13534170,-484506300,484695300,-88.39992,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,252.4038,5073367,-615768400,615789300,-89.52795,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,198.6229,40729940,-771926400,773000200,-86.97964,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,158.3615,24006560,-930119200,930429000,-88.52151,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,125.558,45218880,-1206934000,1207780000,-87.85436,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,49.86702,354250800,-3195660000,3215235000,-83.67438,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,39.72458,141516200,-4263846000,4266193000,-88.09906,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,19.86229,389072800,-8562583000,8571418000,-87.39835,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,15.83615,2445011000,-6053221000,6528366000,-68.00529,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,9.93114,4520864000,-18277660000,18828460000,-76.10709,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,6.317385,844025200,-24686710000,24701130000,-88.04185,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,3.945707,1559892000,-38486290000,38517890000,-87.67901,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,3.158693,1936681000,-48763900000,48802340000,-87.72566,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,2.504006,378112100,-62889110000,62890250000,-89.65552,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,1.998082,4671260000,-77349570000,77490500000,-86.54401,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,1.584686,4337195000,-97108240000,97205040000,-87.44267,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,1.266892,10743490000,-118496600000,118982600000,-84.81944,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,0.999041,12032700000,-145513300000,146009900000,-85.27289,0,G4,2,bg_no_rh/02212019_G4_9_12_#2.txt,0
9-12,02212019,G,79453.13,2492.021,-2008712,2008714,-89.92892,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,63140.62,13570.54,-2522934,2522971,-89.69182,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,50203.12,11680.9,-3166049,3166070,-89.78861,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,31640.63,40357.07,-4974976,4975140,-89.53522,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,25171.88,7642.289,-6291472,6291477,-89.9304,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,20015.62,14721.89,-7940116,7940130,-89.89377,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,15890.62,91020.34,-9898157,9898575,-89.47314,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,12609.37,122396.7,-12543290,12543880,-89.44093,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,10078.13,112278.8,-15769590,15769990,-89.59206,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,8015.625,278528.9,-19898660,19900610,-89.19806,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,6328.125,511984.6,-25149560,25154770,-88.83376,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,5015.625,961458,-31365450,31380180,-88.24424,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,3984.375,341378.6,-39385640,39387120,-89.5034,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,3170.956,114763.6,-49925890,49926020,-89.86829,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,2527.573,160528.8,-61305120,61305330,-89.84997,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1976.103,1452259,-79750950,79764180,-88.95676,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1577.524,2092128,-97621510,97643930,-88.77228,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1265.625,3106057,-124064600,124103400,-88.56585,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,998.264,3360482,-156742900,156779000,-88.7718,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,796.875,856493.3,-197666400,197668200,-89.75174,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,627.7902,6222451,-245816800,245895600,-88.54996,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,505.5147,3083626,-310804500,310819800,-89.43156,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,397.9953,2112492,-390513300,390519000,-89.69006,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,315.5048,3965765,-505531500,505547100,-89.55054,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,252.4038,13099680,-629494600,629630800,-88.80785,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,198.6229,50742620,-766897700,768574500,-86.21448,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,158.3615,10848000,-958837300,958898700,-89.3518,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,125.558,58753480,-1234638000,1236036000,-87.27549,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,79.00281,243037500,-1635569000,1653528000,-81.54797,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,63.3446,1493098000,-1584806000,2177372000,-46.70665,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,31.6723,1165167000,-4570604000,4716782000,-75.69842,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,24.93351,151705100,-6753429000,6755133000,-88.71316,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,9.93114,769405400,-12523810000,12547420000,-86.48443,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,7.944915,6486385000,-21489820000,22447390000,-73.20434,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,6.317385,574806800,-24747550000,24754230000,-88.66944,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,3.158693,1425487000,-49249340000,49269960000,-88.34208,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,2.504006,1644791000,-60392990000,60415390000,-88.43995,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1.998082,2147742000,-76426290000,76456460000,-88.39029,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1.584686,6100873000,-98144210000,98333650000,-86.44294,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,1.266892,10619860000,-118765000000,119238900000,-84.89025,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,0.999041,12851600000,-147290700000,147850300000,-85.01338,0,G4,3,bg_no_rh/02212019_G4_9_12_#3.txt,0
9-12,02212019,G,125953.1,3899.36,-1273451,1273457,-89.82456,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,79453.13,6382.844,-2007428,2007438,-89.81783,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,63140.62,5744.663,-2528971,2528978,-89.86985,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,50203.12,11998.59,-3181804,3181826,-89.78394,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,39890.62,22348.23,-3984522,3984584,-89.67864,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,31640.63,30623.62,-5049792,5049885,-89.65254,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,20015.62,58376.03,-7840949,7841166,-89.57344,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,12609.37,143891.5,-12334800,12335640,-89.33165,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,10078.13,137519.7,-15710750,15711350,-89.49849,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,8015.625,207076.3,-19820120,19821200,-89.40141,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,6328.125,747399.8,-24849690,24860930,-88.27724,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,3984.375,839053.3,-39485750,39494660,-88.78268,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,3170.956,334683.8,-49973920,49975040,-89.61629,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,2527.573,754762.7,-62147080,62151660,-89.30419,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,1265.625,1901221,-125108200,125122600,-89.12936,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,998.264,447942,-156876700,156877300,-89.8364,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,796.875,1818402,-193307000,193315500,-89.46104,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,627.7902,5147776,-247856500,247910000,-88.81019,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,505.5147,4048334,-306699300,306726000,-89.24376,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,397.9953,1304781,-395755200,395757300,-89.8111,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,100.4464,45615420,-1447706000,1448425000,-88.19528,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,79.00281,302220900,-1797801000,1823027000,-80.45747,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,63.3446,2461461000,-1946627000,3138176000,-38.33844,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,39.72458,190522800,-3382881000,3388242000,-86.77653,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,31.6723,1093946000,-5537921000,5644934000,-78.82581,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,9.93114,1169077000,-15855200000,15898240000,-85.78295,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,6.317385,403908000,-24664160000,24667460000,-89.06179,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,3.158693,1230120000,-46731090000,46747280000,-88.49213,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,2.504006,3457775000,-61023930000,61121810000,-86.75694,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,1.998082,3927664000,-74729640000,74832780000,-86.9914,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,1.584686,5071206000,-93473240000,93610700000,-86.89458,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,1.266892,8106195000,-120417200000,120689700000,-86.1488,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,0.999041,14922300000,-147986600000,148737000000,-84.24202,0,G4,4,bg_no_rh/02212019_G4_9_12_#4.txt,0
9-12,02212019,G,125953.1,1349.235,-1273317,1273317,-89.93929,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,100078.1,2568.956,-1597772,1597775,-89.90788,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,79453.13,4297.654,-2019175,2019179,-89.87805,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,63140.62,9745.04,-2529486,2529505,-89.77927,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,50203.12,11024.94,-3176246,3176265,-89.80112,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,31640.63,33952.91,-5039231,5039345,-89.61396,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,25171.88,16453.9,-6246822,6246843,-89.84908,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,20015.62,22412.42,-7967451,7967482,-89.83883,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,15890.62,61738.6,-9864459,9864652,-89.64141,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,12609.37,195336.3,-12769670,12771160,-89.12362,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,10078.13,128786.1,-15729370,15729900,-89.53089,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,8015.625,201194.5,-19793280,19794300,-89.41762,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,6328.125,363097.7,-24967670,24970310,-89.16682,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,5015.625,445811.1,-29799140,29802480,-89.14289,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,3984.375,481575,-39380890,39383830,-89.29939,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,3170.956,40499.52,-49796450,49796470,-89.9534,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,2527.573,530701.1,-62775530,62777780,-89.51563,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,1265.625,2702626,-124888900,124918100,-88.7603,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,998.264,2934717,-157408800,157436100,-88.93191,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,796.875,2496513,-197879800,197895600,-89.27718,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,627.7902,4234538,-250869900,250905600,-89.03297,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,505.5147,3442196,-309060300,309079400,-89.36189,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,397.9953,7970548,-389918400,389999900,-88.82895,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,252.4038,9940714,-622625400,622704800,-89.0853,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,198.6229,52815860,-792316600,794075000,-86.1863,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,158.3615,3174440,-954813000,954818200,-89.80951,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,125.558,44590390,-1255430000,1256221000,-87.96582,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,100.4464,4305725,-1413937000,1413943000,-89.82552,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,79.00281,500733500,-2013722000,2075044000,-76.036,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,63.3446,5372339000,-7551201000,9267289000,-54.56987,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,39.72458,346734300,-3755892000,3771863000,-84.72555,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,12.40079,2417170000,-10762050000,11030160000,-77.34136,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,9.93114,1103165000,-14984940000,15025490000,-85.78958,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,7.944915,3159452000,-14839260000,15171870000,-77.98053,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,6.317385,906360100,-24543050000,24559780000,-87.88506,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,5.008013,1373438000,-31477890000,31507840000,-87.50166,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,3.945707,3660696000,-37872370000,38048880000,-84.47901,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,1.998082,16214510000,7577366000,17897670000,25.04763,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,1.584686,21421570000,-546244900,21428540000,-1.460712,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
9-12,02212019,G,0.999041,139182600000,-112359600000,178875500000,-38.91331,0,G4,5,bg_no_rh/02212019_G4_9_12_#5.txt,0
5-55,02212019,G,125953.1,5358.375,-533990.1,534017,-89.42508,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,100078.1,7266.752,-672030.1,672069.4,-89.38048,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,79453.13,7535.123,-845411.6,845445.1,-89.48934,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,63140.62,10413.14,-1060572,1060624,-89.43746,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,50203.12,13659.16,-1335684,1335754,-89.41409,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,39890.62,12791.86,-1682775,1682823,-89.56447,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,31640.63,18073.63,-2121950,2122027,-89.51199,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
5-55,02212019,G,25171.88,7459.724,-2663011,2663021,-89.8395,0,G5,1,bg_no_rh/02212019_G5_5_55_#1.txt,0
